NCESSCH School ID,CT Unemployment Rate,CT Pct Adults with College Degree,CT Pct Childre In Married Couple Family,CT Median Household Income,School ACT average (or equivalent if SAT score),School Pct Free and Reduced Lunch
4.82703E+11,6%,93%,94%,75697,24.45,5%
4.82721E+11,4%,48%,64%,46645,22.52,39%
4.82724E+11,4%,51%,74%,52711,20.05,46%
4.8273E+11,8%,61%,54%,41136,20.89,38%
4.8273E+11,7%,89%,80%,96121,24.28,4%
4.8273E+11,7%,56%,65%,60434,22.01,29%
4.8273E+11,6%,93%,57%,69466,23.96,13%
4.8273E+11,1%,93%,87%,142824,24.99,2%
4.82733E+11,4%,51%,87%,56813,20.57,32%
4.82739E+11,7%,48%,62%,42500,21.47,53%
4.82742E+11,7%,70%,79%,68015,22.33,15%
4.82745E+11,13%,44%,55%,40068,20.37,40%
4.82751E+11,8%,59%,64%,50739,21.28,29%
4.82757E+11,8%,44%,87%,35321,23.67,2%
4.82769E+11,6%,68%,53%,62800,20.93,27%
4.82772E+11,9%,70%,73%,76949,19.91,38%
4.82778E+11,7%,30%,63%,31038,20.05,47%
4.82781E+11,9%,58%,56%,33773,21.84,37%
4.82787E+11,8%,50%,73%,65122,19.69,49%
4.82789E+11,7%,57%,68%,41012,19.44,39%
4.82802E+11,12%,57%,56%,50396,20.18,30%
4.82811E+11,4%,58%,62%,52177,19.86,48%
4.8282E+11,2%,67%,79%,66821,21.81,17%
4.82829E+11,7%,43%,49%,44236,18.52,81%
4.82838E+11,3%,79%,89%,101813,24.47,2%
4.8285E+11,5%,72%,49%,34375,21.08,35%
4.8285E+11,14%,33%,28%,25394,14.93,78%
4.8285E+11,12%,64%,32%,18910,23.57,41%
4.8285E+11,7%,79%,66%,52518,20.37,46%
4.82855E+11,11%,33%,55%,38214,22.35,52%
4.82859E+11,2%,37%,58%,39863,19.30,50%
4.82865E+11,7%,41%,76%,60536,18.37,57%
4.82868E+11,12%,45%,66%,39966,21.98,44%
4.82871E+11,7%,35%,65%,36393,19.05,61%
4.82874E+11,3%,77%,79%,92930,22.16,20%
4.82874E+11,6%,68%,70%,72529,21.30,32%
4.82878E+11,15%,43%,43%,27770,19.30,54%
4.82889E+11,3%,69%,83%,80027,16.83,68%
4.82889E+11,3%,69%,83%,80027,19.20,42%
4.82892E+11,4%,82%,92%,101058,20.25,41%
4.82892E+11,2%,88%,92%,135640,21.98,13%
4.82892E+11,7%,70%,85%,93750,19.66,35%
4.82892E+11,7%,69%,58%,51613,21.69,25%
4.82892E+11,6%,75%,94%,107660,18.54,22%
4.82892E+11,8%,78%,67%,109205,19.84,22%
4.82901E+11,5%,63%,79%,37881,20.98,41%
4.8291E+11,5%,51%,67%,53224,20.27,29%
4.82913E+11,9%,43%,30%,27225,16.00,74%
4.82916E+11,9%,29%,46%,20962,19.84,56%
4.82919E+11,4%,49%,68%,40052,19.84,48%
4.82925E+11,9%,47%,61%,48125,20.05,39%
4.82928E+11,7%,47%,42%,35142,21.89,37%
4.8294E+11,13%,38%,43%,34487,16.98,69%
4.82958E+11,8%,52%,82%,67188,20.18,29%
4.82967E+11,8%,53%,60%,41830,20.20,51%
4.82967E+11,12%,38%,40%,17366,20.74,52%
4.82967E+11,11%,35%,53%,16225,20.27,75%
4.82967E+11,3%,41%,68%,29618,21.81,56%
4.82982E+11,7%,62%,69%,53917,19.91,56%
4.82985E+11,5%,49%,68%,35161,22.94,23%
4.82985E+11,4%,68%,92%,79474,23.11,23%
4.82985E+11,4%,85%,75%,96191,23.62,14%
4.83006E+11,9%,51%,75%,57679,22.72,35%
4.83012E+11,5%,58%,90%,88125,22.74,14%
4.8303E+11,14%,36%,48%,40030,20.27,45%
4.83036E+11,8%,50%,82%,54886,21.54,29%
4.83039E+11,8%,41%,44%,52843,18.59,57%
4.83039E+11,7%,65%,81%,69267,18.37,60%
4.83039E+11,4%,34%,61%,43839,18.08,67%
4.83039E+11,5%,66%,62%,66630,20.30,41%
4.83039E+11,6%,67%,80%,88964,20.23,36%
4.83042E+11,5%,45%,72%,33529,18.00,65%
4.83057E+11,4%,68%,61%,79128,21.54,20%
4.83057E+11,3%,77%,77%,66488,21.13,21%
4.83057E+11,1%,84%,68%,85175,20.96,33%
4.8306E+11,3%,61%,62%,51586,21.54,14%
4.83064E+11,3%,74%,81%,73317,22.62,19%
4.83072E+11,19%,52%,55%,41197,21.11,29%
4.83075E+11,2%,49%,60%,42308,22.57,24%
4.83087E+11,5%,70%,90%,82141,22.13,32%
4.83093E+11,8%,47%,67%,42261,20.05,44%
4.83095E+11,12%,47%,62%,36534,20.20,46%
4.83104E+11,11%,39%,62%,33839,18.27,89%
4.83104E+11,8%,55%,79%,55469,22.18,72%
4.83117E+11,6%,39%,52%,36912,23.16,24%
4.83123E+11,31%,22%,49%,17500,15.83,92%
4.83126E+11,4%,47%,77%,57278,22.37,15%
4.83176E+11,8%,31%,42%,27500,21.08,67%
4.83186E+11,3%,64%,75%,72630,22.33,6%
4.83209E+11,4%,88%,65%,46557,21.40,57%
4.83213E+11,7%,41%,76%,60536,16.93,67%
4.83216E+11,5%,52%,70%,61099,21.40,26%
4.83219E+11,5%,35%,50%,40029,18.66,56%
4.83228E+11,6%,72%,81%,58559,21.32,31%
4.83231E+11,2%,55%,72%,59788,21.62,28%
4.83237E+11,7%,76%,75%,54635,22.01,23%
4.8324E+11,10%,34%,65%,43645,20.23,52%
4.8324E+11,8%,62%,75%,68231,20.27,40%
4.83243E+11,9%,38%,73%,43469,18.30,42%
4.83246E+11,7%,52%,77%,48703,21.32,27%
4.83273E+11,12%,42%,52%,30660,16.39,63%
4.83294E+11,4%,66%,41%,35142,21.96,24%
4.83294E+11,3%,87%,93%,77759,19.69,56%
4.83294E+11,5%,65%,48%,47125,21.42,34%
4.83294E+11,8%,80%,70%,73456,20.54,35%
4.83294E+11,12%,52%,37%,34254,19.81,54%
4.83294E+11,3%,87%,93%,77759,23.13,20%
4.83294E+11,4%,90%,77%,77643,23.28,7%
4.83294E+11,3%,90%,93%,100375,23.08,10%
4.83301E+11,18%,40%,26%,23074,21.96,29%
4.83312E+11,11%,50%,59%,38690,18.13,62%
4.83312E+11,5%,31%,50%,34152,20.03,59%
4.83312E+11,7%,76%,76%,66292,20.15,41%
4.83312E+11,5%,75%,38%,49013,22.52,27%
4.83312E+11,7%,72%,33%,41677,24.50,23%
4.83312E+11,5%,86%,84%,81471,20.98,34%
4.83312E+11,7%,74%,81%,105208,21.52,19%
4.83312E+11,5%,83%,86%,79391,19.62,36%
4.83312E+11,10%,54%,55%,61062,18.86,48%
4.83312E+11,5%,80%,88%,82153,21.74,20%
4.83312E+11,6%,77%,87%,96250,19.35,27%
4.83318E+11,5%,68%,87%,87083,21.40,15%
4.83318E+11,2%,84%,77%,102011,22.06,10%
4.83336E+11,8%,46%,52%,44391,19.27,47%
4.83363E+11,2%,42%,61%,30221,25.57,41%
4.83369E+11,13%,37%,72%,34333,21.25,59%
4.83378E+11,9%,47%,46%,44741,21.45,25%
4.83402E+11,5%,41%,65%,35086,19.10,50%
4.83405E+11,4%,57%,61%,48125,19.44,53%
4.83411E+11,10%,38%,69%,52939,20.30,38%
4.83417E+11,8%,51%,75%,43517,19.91,31%
4.83423E+11,3%,63%,76%,66875,22.64,15%
4.83426E+11,7%,56%,77%,70685,21.86,16%
4.83429E+11,7%,60%,43%,35833,22.84,57%
4.83432E+11,5%,62%,69%,65252,19.86,47%
4.83432E+11,7%,26%,60%,30615,17.88,72%
4.83432E+11,14%,31%,58%,50383,17.81,69%
4.83432E+11,12%,35%,53%,34876,18.39,72%
4.83432E+11,13%,70%,36%,50254,20.42,51%
4.83444E+11,2%,74%,77%,88218,21.25,20%
4.83444E+11,6%,84%,83%,94559,21.76,20%
4.8345E+11,5%,66%,77%,53345,23.06,20%
4.83455E+11,11%,48%,53%,44313,17.37,57%
4.8348E+11,13%,55%,67%,36381,17.81,54%
4.83483E+11,6%,71%,56%,80417,21.15,36%
4.83483E+11,5%,68%,59%,59866,19.30,55%
4.83483E+11,6%,86%,88%,103762,21.35,29%
4.83486E+11,4%,57%,70%,41739,22.16,86%
4.83486E+11,14%,36%,57%,49000,21.03,84%
4.83486E+11,13%,29%,71%,31110,16.27,91%
4.83486E+11,10%,28%,61%,25563,19.05,81%
4.83492E+11,7%,60%,80%,64457,20.30,36%
4.83498E+11,4%,88%,81%,81719,21.76,35%
4.83501E+11,9%,40%,59%,29577,19.66,63%
4.83507E+11,6%,53%,52%,49683,20.30,56%
4.8351E+11,3%,59%,64%,40603,25.31,15%
4.8351E+11,9%,92%,89%,121477,24.23,23%
4.8351E+11,6%,96%,85%,129324,25.48,10%
4.83519E+11,6%,46%,56%,70388,20.15,42%
4.83525E+11,5%,32%,65%,36556,18.05,84%
4.83531E+11,7%,61%,84%,72727,22.47,22%
4.83534E+11,5%,66%,77%,53345,21.30,38%
4.83537E+11,1%,73%,52%,41821,21.23,16%
4.8354E+11,8%,57%,63%,51486,16.76,76%
4.83543E+11,6%,48%,63%,51836,20.96,24%
4.83552E+11,8%,27%,36%,37545,17.81,62%
4.83555E+11,2%,53%,80%,60668,21.18,27%
4.83557E+11,3%,86%,92%,111857,20.57,10%
4.83558E+11,5%,73%,66%,66378,22.74,23%
4.83574E+11,5%,52%,77%,41437,19.40,32%
4.8358E+11,11%,26%,76%,22424,19.76,77%
4.83585E+11,6%,56%,82%,50938,21.30,44%
4.836E+11,4%,87%,95%,120162,23.06,7%
4.83624E+11,10%,52%,60%,44760,20.01,49%
4.8363E+11,9%,54%,68%,37760,19.47,41%
4.83645E+11,6%,60%,36%,50278,22.03,3%
4.83654E+11,11%,34%,54%,26250,17.49,91%
4.83666E+11,9%,45%,44%,48396,20.30,29%
4.83696E+11,13%,43%,63%,41185,18.08,46%
4.83697E+11,15%,33%,40%,36046,19.59,52%
4.83702E+11,9%,67%,80%,66250,21.35,46%
4.83702E+11,5%,81%,87%,71226,22.11,42%
4.83702E+11,9%,85%,73%,96917,24.08,28%
4.83702E+11,5%,49%,73%,56009,22.37,42%
4.83711E+11,3%,57%,70%,43125,21.40,32%
4.83714E+11,9%,40%,65%,28333,18.17,96%
4.83715E+11,24%,37%,44%,32473,24.89,37%
4.83715E+11,12%,56%,58%,35781,20.10,58%
4.83715E+11,9%,32%,66%,28710,19.96,71%
4.83715E+11,24%,37%,44%,32473,22.13,48%
4.83717E+11,8%,51%,52%,34367,16.47,87%
4.8372E+11,5%,53%,75%,64012,18.71,28%
4.83732E+11,8%,56%,78%,51136,16.98,47%
4.83759E+11,10%,46%,43%,28535,20.76,45%
4.83765E+11,5%,71%,71%,54755,22.89,14%
4.83765E+11,12%,82%,92%,104257,22.47,21%
4.83771E+11,2%,46%,74%,51277,21.08,34%
4.8378E+11,5%,52%,74%,60833,18.15,57%
4.8379E+11,10%,45%,76%,35476,19.18,37%
4.83808E+11,9%,68%,81%,66818,23.06,12%
4.83808E+11,11%,72%,51%,50364,26.94,11%
4.83808E+11,2%,90%,29%,65170,23.89,17%
4.83808E+11,6%,66%,82%,60781,21.25,35%
4.83808E+11,8%,73%,61%,63603,21.76,24%
4.83822E+11,6%,54%,73%,80950,19.88,27%
4.83836E+11,6%,48%,66%,39018,22.72,45%
4.8384E+11,2%,60%,63%,44505,18.47,31%
4.83843E+11,9%,55%,52%,36657,16.47,56%
4.83846E+11,7%,52%,64%,54677,20.74,28%
4.83849E+11,22%,51%,22%,24500,20.62,44%
4.83858E+11,3%,67%,81%,83594,22.59,17%
4.8387E+11,13%,33%,43%,20640,22.20,32%
4.8387E+11,2%,35%,60%,38766,20.98,52%
4.83873E+11,14%,37%,39%,25566,17.54,77%
4.83873E+11,10%,33%,70%,40847,16.56,76%
4.83873E+11,3%,59%,43%,39854,15.68,73%
4.83873E+11,15%,28%,48%,31513,16.95,74%
4.83873E+11,14%,36%,46%,32609,15.54,84%
4.83873E+11,3%,61%,68%,35125,16.83,73%
4.83873E+11,17%,18%,33%,20018,16.86,86%
4.83873E+11,10%,84%,68%,56543,17.27,78%
4.83873E+11,8%,63%,57%,27615,19.79,62%
4.83879E+11,9%,32%,66%,28710,17.49,85%
4.83882E+11,8%,35%,57%,33226,17.20,58%
4.83885E+11,15%,24%,65%,25165,17.91,91%
4.8389E+11,9%,52%,59%,41875,18.93,54%
4.83897E+11,7%,66%,56%,37662,19.86,50%
4.83903E+11,4%,40%,58%,33107,22.25,39%
4.83915E+11,4%,59%,45%,60357,20.57,26%
4.83918E+11,4%,60%,61%,63588,21.20,29%
4.83927E+11,13%,53%,80%,62786,21.30,17%
4.8393E+11,14%,62%,52%,24718,20.71,29%
4.83933E+11,12%,21%,68%,25208,16.49,90%
4.83939E+11,3%,55%,69%,49303,21.89,24%
4.83948E+11,10%,60%,67%,48561,22.16,17%
4.83948E+11,6%,77%,75%,82870,21.42,12%
4.83951E+11,3%,38%,52%,44643,20.86,26%
4.83954E+11,1%,43%,78%,43807,20.93,41%
4.83957E+11,10%,59%,73%,59946,20.71,34%
4.83963E+11,11%,44%,66%,52823,19.69,40%
4.83969E+11,7%,49%,69%,43854,19.30,49%
4.83975E+11,4%,32%,79%,45436,20.64,22%
4.83987E+11,2%,56%,67%,53060,20.69,23%
4.83993E+11,6%,73%,83%,71157,20.20,47%
4.83999E+11,7%,50%,75%,62356,16.98,64%
4.84002E+11,13%,30%,56%,30955,20.59,55%
4.84008E+11,8%,44%,63%,38403,22.30,46%
4.84011E+11,3%,43%,85%,43598,20.91,16%
4.84023E+11,9%,52%,40%,33981,19.25,35%
4.84035E+11,9%,38%,60%,45234,19.18,56%
4.84041E+11,6%,39%,75%,40431,20.84,36%
4.8405E+11,5%,46%,57%,49625,22.23,31%
4.84055E+11,9%,49%,56%,35403,20.27,39%
4.84062E+11,7%,50%,60%,49494,20.67,42%
4.84068E+11,11%,35%,52%,40362,17.66,83%
4.84071E+11,8%,39%,60%,32330,17.88,73%
4.84071E+11,10%,70%,74%,63029,18.44,47%
4.84071E+11,3%,68%,53%,44545,18.54,47%
4.84071E+11,3%,64%,79%,71511,18.39,54%
4.84071E+11,14%,40%,51%,25548,22.37,59%
4.84074E+11,7%,32%,51%,42621,16.81,60%
4.8408E+11,1%,48%,80%,48986,18.25,29%
4.84092E+11,10%,29%,53%,44779,18.57,61%
4.84095E+11,3%,37%,76%,55040,18.08,68%
4.84107E+11,8%,28%,65%,44736,20.42,44%
4.8411E+11,8%,87%,82%,78393,25.21,9%
4.8411E+11,5%,42%,62%,41453,16.95,76%
4.8411E+11,11%,42%,59%,49506,19.47,65%
4.8411E+11,9%,77%,62%,72083,23.28,25%
4.8411E+11,1%,93%,90%,138333,21.45,51%
4.84119E+11,2%,78%,81%,66356,22.23,17%
4.84122E+11,8%,76%,81%,90341,19.03,44%
4.84122E+11,10%,54%,58%,41203,17.54,64%
4.84122E+11,5%,52%,59%,64016,15.81,67%
4.84128E+11,7%,56%,71%,57344,21.40,37%
4.84135E+11,10%,62%,47%,59391,18.91,49%
4.84152E+11,9%,70%,70%,32767,20.91,32%
4.84161E+11,8%,53%,69%,48713,20.67,35%
4.84167E+11,6%,48%,68%,49219,23.64,43%
4.84182E+11,5%,59%,73%,42983,22.11,40%
4.84185E+11,8%,61%,72%,58281,21.57,14%
4.84188E+11,4%,75%,75%,64225,21.18,6%
4.84197E+11,6%,56%,64%,52946,20.18,35%
4.84206E+11,8%,41%,55%,34352,21.30,79%
4.84212E+11,12%,40%,81%,35347,21.03,46%
4.84221E+11,9%,49%,70%,51758,21.52,32%
4.84224E+11,5%,48%,78%,53140,19.15,40%
4.84228E+11,10%,47%,55%,47824,20.37,45%
4.84233E+11,19%,25%,73%,24564,21.20,54%
4.84245E+11,11%,46%,75%,56568,18.35,54%
4.84248E+11,7%,65%,43%,40255,23.74,48%
4.84251E+11,14%,39%,40%,33486,19.13,53%
4.84263E+11,9%,45%,70%,49500,20.93,35%
4.84266E+11,13%,52%,84%,58750,21.84,26%
4.8429E+11,5%,62%,81%,51691,21.40,12%
4.84293E+11,9%,60%,76%,61250,20.98,32%
4.84296E+11,7%,56%,68%,42111,22.28,22%
4.84299E+11,16%,19%,62%,22560,17.20,86%
4.84314E+11,6%,51%,76%,58843,20.84,26%
4.84323E+11,7%,57%,48%,33148,22.40,34%
4.84326E+11,4%,65%,73%,43155,20.62,28%
4.84329E+11,4%,57%,61%,48125,20.35,39%
4.84332E+11,7%,37%,63%,32281,21.59,58%
4.84335E+11,5%,50%,82%,62045,20.45,35%
4.84347E+11,13%,38%,41%,33945,16.73,74%
4.84347E+11,8%,82%,67%,57298,21.20,40%
4.84365E+11,6%,75%,82%,76653,19.22,44%
4.84365E+11,5%,42%,73%,41979,18.08,71%
4.84365E+11,3%,83%,70%,95543,20.64,45%
4.84365E+11,13%,34%,62%,40024,16.49,86%
4.84372E+11,8%,62%,52%,40000,18.54,63%
4.84376E+11,3%,75%,77%,80533,19.30,39%
4.84386E+11,4%,59%,62%,68750,20.23,26%
4.84389E+11,9%,57%,85%,63472,21.25,20%
4.84392E+11,8%,52%,81%,40817,21.08,37%
4.84395E+11,6%,52%,87%,61215,18.57,40%
4.84401E+11,10%,39%,71%,52131,19.44,55%
4.84411E+11,5%,62%,56%,48873,22.35,40%
4.84415E+11,10%,56%,59%,60164,19.59,41%
4.84415E+11,6%,70%,73%,60867,19.69,40%
4.84416E+11,9%,40%,65%,37287,20.62,36%
4.84428E+11,15%,44%,65%,33096,19.08,69%
4.84428E+11,13%,39%,35%,24446,17.91,77%
4.84443E+11,24%,79%,,,20.62,45%
4.84447E+11,5%,42%,67%,55809,20.05,39%
4.84458E+11,11%,58%,79%,50417,20.13,34%
4.84473E+11,12%,51%,77%,57232,20.54,39%
4.84473E+11,6%,63%,55%,49701,21.86,15%
4.8448E+11,8%,68%,83%,48958,21.84,28%
4.84482E+11,1%,43%,78%,43807,19.59,31%
4.84496E+11,11%,52%,37%,39684,21.40,88%
4.845E+11,11%,34%,66%,39576,20.40,27%
4.84504E+11,8%,55%,63%,38316,21.01,46%
4.84509E+11,10%,42%,53%,42746,16.68,77%
4.84512E+11,15%,31%,53%,34896,16.17,90%
4.84538E+11,13%,32%,31%,23684,19.91,62%
4.84548E+11,5%,56%,77%,54235,22.50,20%
4.84554E+11,7%,43%,49%,40222,19.79,38%
4.8456E+11,6%,71%,78%,70696,21.79,24%
4.84567E+11,9%,60%,76%,61250,20.69,25%
4.84578E+11,14%,33%,56%,30156,19.52,61%
4.84578E+11,7%,73%,65%,68852,22.37,34%
4.84578E+11,13%,43%,39%,27113,20.45,59%
4.8459E+11,10%,40%,75%,43366,19.96,43%
4.84595E+11,6%,46%,57%,36250,20.49,45%
4.84623E+11,12%,54%,68%,53750,21.15,41%
4.84632E+11,7%,46%,70%,43533,19.81,42%
4.84644E+11,10%,48%,63%,39160,19.03,49%
4.8465E+11,3%,78%,85%,70095,22.33,6%
4.84653E+11,7%,73%,79%,73717,22.16,18%
4.84653E+11,9%,61%,82%,75716,21.72,20%
4.84662E+11,6%,33%,47%,37202,22.64,45%
4.84668E+11,12%,37%,50%,22242,16.76,69%
4.84668E+11,16%,62%,49%,34066,17.61,44%
4.84668E+11,8%,53%,42%,43696,17.44,54%
4.84668E+11,9%,52%,42%,35956,16.29,62%
4.84668E+11,11%,41%,54%,30093,15.81,78%
4.84668E+11,13%,45%,75%,27688,15.66,80%
4.84668E+11,10%,43%,48%,31603,16.51,72%
4.84668E+11,6%,58%,68%,34063,20.84,49%
4.84671E+11,15%,16%,46%,21823,14.93,65%
4.84674E+11,14%,37%,48%,40000,18.44,48%
5.3E+11,3%,62%,72%,55286,21.32,23%
5.3E+11,20%,41%,60%,27041,20.54,43%
5.30003E+11,10%,67%,86%,51447,20.35,49%
5.30006E+11,15%,70%,61%,40994,21.96,23%
5.30015E+11,9%,74%,62%,49183,23.18,21%
5.30024E+11,11%,64%,75%,79844,22.35,23%
5.30028E+11,4%,62%,57%,40273,20.49,28%
5.3003E+11,11%,47%,37%,46639,21.18,50%
5.3003E+11,16%,46%,69%,57111,22.30,31%
5.3003E+11,10%,76%,57%,74622,21.79,32%
5.30033E+11,7%,88%,70%,84301,25.89,6%
5.30038E+11,7%,54%,61%,48545,21.40,28%
5.30038E+11,6%,67%,88%,72225,22.57,24%
5.30039E+11,4%,94%,67%,80786,24.84,7%
5.30039E+11,5%,84%,84%,119041,25.60,14%
5.30039E+11,5%,85%,90%,81163,25.96,8%
5.30039E+11,5%,81%,67%,69797,22.47,24%
5.30042E+11,5%,80%,54%,45308,23.62,25%
5.30042E+11,10%,85%,54%,22360,24.87,21%
5.30042E+11,6%,76%,55%,60938,23.25,32%
5.30048E+11,11%,60%,68%,75413,20.49,39%
5.30048E+11,9%,56%,43%,54028,20.32,42%
5.30048E+11,8%,55%,81%,64111,21.13,26%
5.30057E+11,6%,65%,81%,59019,22.30,39%
5.30066E+11,13%,61%,66%,36678,21.18,52%
5.30069E+11,8%,41%,55%,45943,17.52,99%
5.30072E+11,6%,36%,73%,41062,18.00,99%
5.30078E+11,9%,46%,52%,37716,21.79,37%
5.30081E+11,11%,77%,83%,76830,23.16,15%
5.30084E+11,13%,52%,48%,35667,20.30,60%
5.30095E+11,5%,50%,84%,62367,20.84,32%
5.30096E+11,8%,52%,72%,49688,22.74,35%
5.30099E+11,7%,61%,79%,55772,19.69,39%
5.30108E+11,12%,77%,55%,52581,24.08,11%
5.30108E+11,7%,68%,87%,82232,21.45,20%
5.30108E+11,4%,80%,82%,85957,22.86,15%
5.30111E+11,5%,66%,82%,59551,23.28,22%
5.30111E+11,10%,77%,78%,62854,22.37,32%
5.30114E+11,22%,57%,57%,33232,21.06,54%
5.30117E+11,13%,62%,62%,38182,22.59,36%
5.3012E+11,10%,38%,86%,44334,20.35,44%
5.30123E+11,12%,88%,61%,24362,22.72,38%
5.30126E+11,9%,48%,63%,29729,20.64,46%
5.30129E+11,16%,63%,65%,37500,21.50,38%
5.30132E+11,10%,66%,64%,31711,21.28,36%
5.30135E+11,10%,61%,88%,61985,21.20,34%
5.30141E+11,16%,70%,47%,43147,17.32,67%
5.30141E+11,10%,69%,58%,57207,20.15,35%
5.30144E+11,2%,75%,72%,48232,23.01,25%
5.30159E+11,9%,46%,72%,56025,20.03,31%
5.30163E+11,4%,63%,55%,35109,22.23,35%
5.3018E+11,13%,73%,91%,59911,21.20,29%
5.30201E+11,2%,61%,94%,50469,21.11,35%
5.30204E+11,7%,69%,70%,41071,21.40,36%
5.30207E+11,14%,62%,72%,33520,21.30,41%
5.30228E+11,3%,66%,82%,50697,21.76,37%
5.30231E+11,9%,52%,49%,44150,20.81,40%
5.30237E+11,15%,53%,72%,55040,21.18,20%
5.3024E+11,9%,81%,90%,86791,21.89,38%
5.3024E+11,8%,64%,61%,60563,23.08,29%
5.3024E+11,5%,77%,64%,67311,21.37,30%
5.3024E+11,6%,85%,76%,71296,22.96,25%
5.30246E+11,5%,72%,75%,39133,22.57,26%
5.30249E+11,16%,55%,53%,46444,21.42,42%
5.30261E+11,6%,49%,74%,54020,20.59,37%
5.30267E+11,17%,48%,35%,42026,21.15,36%
5.30267E+11,14%,65%,73%,41250,22.37,45%
5.30267E+11,7%,86%,85%,96933,22.96,16%
5.3027E+11,12%,69%,59%,64735,20.86,44%
5.3027E+11,7%,72%,57%,40681,23.74,29%
5.3027E+11,11%,55%,86%,57117,20.20,42%
5.3027E+11,4%,83%,81%,115478,22.25,23%
5.30282E+11,11%,53%,64%,61125,19.88,38%
5.30282E+11,7%,62%,59%,47429,18.83,52%
5.30282E+11,6%,70%,69%,72077,21.06,39%
5.30282E+11,9%,74%,93%,73529,19.32,37%
5.30285E+11,12%,59%,79%,46731,22.40,34%
5.30288E+11,8%,60%,69%,63327,21.50,33%
5.30291E+11,9%,46%,72%,56025,17.98,53%
5.30294E+11,9%,55%,43%,45164,21.45,48%
5.30294E+11,13%,50%,40%,38333,19.32,58%
5.30297E+11,8%,76%,88%,86974,22.01,16%
5.30309E+11,11%,58%,57%,42795,23.67,48%
5.30313E+11,26%,59%,45%,40324,18.00,55%
5.30315E+11,12%,40%,71%,40904,17.12,68%
5.30318E+11,6%,34%,62%,45134,18.13,99%
5.30321E+11,4%,57%,62%,64421,23.60,30%
5.30351E+11,10%,46%,64%,49556,17.47,61%
5.30354E+11,5%,39%,60%,42805,18.39,60%
5.30354E+11,14%,45%,39%,41215,20.57,45%
5.30354E+11,7%,61%,74%,64453,25.62,12%
5.30354E+11,10%,49%,75%,31466,14.85,76%
5.30354E+11,10%,49%,75%,31466,18.42,72%
5.30354E+11,10%,50%,56%,45781,18.52,68%
5.30354E+11,10%,50%,56%,45781,16.32,61%
5.30354E+11,10%,50%,56%,45781,15.54,76%
5.30357E+11,9%,70%,93%,60142,22.01,15%
5.30366E+11,28%,54%,53%,31454,20.81,51%
5.30375E+11,6%,84%,64%,63862,25.99,9%
5.30375E+11,6%,65%,75%,88540,23.86,10%
5.30375E+11,5%,92%,93%,153983,25.62,4%
5.30381E+11,20%,62%,81%,54677,21.03,34%
5.30393E+11,4%,47%,55%,39144,23.52,29%
5.30393E+11,12%,36%,55%,24671,19.08,59%
5.30393E+11,4%,47%,55%,39144,22.11,38%
5.30396E+11,11%,46%,55%,32444,20.54,61%
5.30396E+11,11%,71%,68%,86289,23.94,26%
5.30396E+11,7%,70%,67%,77422,22.89,29%
5.30396E+11,8%,60%,69%,73553,22.69,30%
5.30399E+11,9%,60%,45%,53079,19.66,42%
5.30402E+11,3%,68%,77%,82917,19.42,51%
5.30405E+11,5%,72%,75%,39133,19.69,36%
5.30411E+11,8%,68%,49%,56063,21.25,30%
5.30417E+11,6%,64%,91%,67389,22.50,19%
5.3042E+11,8%,66%,66%,70365,22.96,17%
5.30423E+11,5%,81%,82%,71396,23.62,20%
5.30423E+11,6%,86%,75%,91970,23.74,13%
5.30423E+11,4%,91%,84%,118389,25.70,10%
5.30423E+11,5%,92%,93%,153983,24.21,4%
5.30426E+11,12%,61%,68%,74132,21.69,21%
5.30447E+11,12%,76%,70%,31722,22.16,37%
5.30447E+11,10%,66%,64%,47426,21.15,54%
5.30456E+11,8%,74%,78%,93651,23.21,15%
5.30462E+11,5%,65%,87%,65000,22.20,30%
5.30474E+11,10%,38%,86%,44334,18.88,64%
5.30483E+11,24%,60%,77%,32879,18.76,98%
5.30486E+11,11%,67%,73%,73051,20.98,32%
5.30486E+11,10%,74%,77%,102266,19.27,34%
5.30486E+11,10%,74%,77%,102266,21.96,29%
5.30492E+11,5%,75%,70%,64475,22.59,15%
5.30492E+11,8%,75%,83%,73466,22.81,20%
5.30495E+11,10%,56%,70%,50781,21.30,23%
5.30498E+11,1%,96%,83%,154025,26.77,3%
5.30501E+11,6%,67%,80%,63166,21.57,26%
5.30502E+11,11%,60%,75%,34319,23.94,33%
5.30513E+11,17%,49%,31%,41451,21.89,23%
5.30516E+11,14%,63%,58%,46939,21.37,28%
5.30522E+11,10%,67%,70%,65508,20.03,45%
5.30525E+11,12%,56%,49%,46533,20.98,47%
5.30528E+11,16%,38%,32%,47167,16.51,99%
5.30531E+11,8%,55%,75%,59479,22.50,39%
5.30537E+11,6%,53%,73%,57418,20.32,37%
5.3054E+11,11%,65%,50%,45625,20.40,55%
5.30543E+11,17%,53%,50%,47257,21.13,57%
5.30543E+11,7%,75%,65%,75467,24.91,15%
5.30546E+11,10%,46%,64%,49556,19.42,34%
5.30549E+11,9%,56%,73%,55531,22.40,33%
5.30561E+11,11%,56%,60%,29965,20.23,45%
5.30564E+11,7%,79%,77%,81632,21.23,14%
5.30567E+11,8%,54%,82%,59393,22.45,41%
5.3057E+11,20%,69%,56%,38896,20.57,56%
5.30573E+11,7%,44%,69%,52841,18.64,59%
5.30576E+11,6%,77%,95%,62034,23.96,18%
